cwe,hit_type,Hit3,Hit1,Hit50,Hit30
22,fixed,0.8260869565217391,0.21739130434782608,0.8260869565217391,0.8260869565217391
22,b_av,-,-,0.6515151515151515,0.1590909090909091
22,b_se,0.2773722627737226,0.10948905109489052,0.7591240875912408,0.5985401459854015
22,b_sk,0.0,0.0,0.38636363636363635,0.06060606060606061
22,b_sesk,0.2773722627737226,0.10948905109489052,0.8248175182481752,0.635036496350365
79,fixed,0.8484848484848485,0.5454545454545454,0.7878787878787878,0.7272727272727273
79,b_av,-,-,0.29411764705882354,0.02262443438914027
79,b_se,0.1688888888888889,0.07555555555555556,0.5777777777777777,0.1511111111111111
79,b_sk,0.03619909502262444,0.0,0.12669683257918551,0.02262443438914027
79,b_sesk,0.17777777777777778,0.07555555555555556,0.6533333333333333,0.17333333333333334
89,fixed,0.22635135135135134,0.05405405405405406,0.4391891891891892,0.27702702702702703
89,b_av,-,-,0.4477124183006536,0.0457516339869281
89,b_se,0.21359223300970873,0.10032362459546926,0.8090614886731392,0.4401294498381877
89,b_sk,0.026143790849673203,0.0032679738562091504,0.17973856209150327,0.032679738562091505
89,b_sesk,0.23624595469255663,0.10355987055016182,0.8964401294498382,0.4692556634304207
190,fixed,0.22381635581061693,0.024390243902439025,0.25251076040172166,0.10616929698708752
190,b_av,-,-,0.07167832167832168,0.0
190,b_se,0.2857142857142857,0.05679862306368331,0.5886402753872634,0.14629948364888123
190,b_sk,0.013986013986013986,0.0,0.0034965034965034965,0.0
190,b_sesk,0.2977624784853701,0.05679862306368331,0.5903614457831325,0.14629948364888123
191,fixed,0.24428822495606328,0.019332161687170474,0.2759226713532513,0.0984182776801406
191,b_av,-,-,0.09271523178807947,0.002207505518763797
191,b_se,0.3150984682713348,0.06564551422319474,0.6214442013129103,0.17067833698030635
191,b_sk,0.021929824561403508,0.0,0.010964912280701754,0.0021929824561403508
191,b_sesk,0.31956521739130433,0.06521739130434782,0.6239130434782608,0.16956521739130434
